school_id,sanction,offense
303,undefined possible consequences,Any
304,undefined possible consequences,Any
305,undefined possible consequences,2nd
307,undefined possible consequences,Any
308,undefined possible consequences,Any
310,undefined possible consequences,2nd
313,undefined possible consequences,2nd
314,undefined possible consequences,Any
316,undefined possible consequences,Any
317,undefined possible consequences,Any
319,undefined possible consequences,Any
322,undefined possible consequences,Any
325,undefined possible consequences,1st
327,undefined possible consequences,Any
329,undefined possible consequences,Any
330,undefined possible consequences,Any
331,undefined possible consequences,Any
333,undefined possible consequences,4th
334,undefined possible consequences,Any
336,undefined possible consequences,Any
341,undefined possible consequences,2nd
343,undefined possible consequences,Any
344,undefined possible consequences,Any
479,undefined possible consequences,Any
478,undefined possible consequences,3rd
475,undefined possible consequences,Any
474,undefined possible consequences,Any
470,undefined possible consequences,Any
347,undefined possible consequences,Any
351,undefined possible consequences,Any
353,undefined possible consequences,3rd
354,undefined possible consequences,Any
355,undefined possible consequences,Any
356,undefined possible consequences,Any
358,undefined possible consequences,3rd
360,undefined possible consequences,Any
363,undefined possible consequences,Any
366,undefined possible consequences,Any
367,undefined possible consequences,Any
374,undefined possible consequences,Any
375,undefined possible consequences,Any
376,undefined possible consequences,Any
378,undefined possible consequences,Any
379,undefined possible consequences,Any
382,undefined possible consequences,Any
389,undefined possible consequences,Any
394,undefined possible consequences,Any
398,undefined possible consequences,Any
400,undefined possible consequences,Any
401,undefined possible consequences,Any
403,undefined possible consequences,Any
404,undefined possible consequences,Any
464,undefined possible consequences,Any
462,undefined possible consequences,1st
462,undefined possible consequences,2nd
460,undefined possible consequences,Any
456,undefined possible consequences,Any
454,undefined possible consequences,Any
452,undefined possible consequences,Any
450,undefined possible consequences,Any
448,undefined possible consequences,Any
447,undefined possible consequences,Any
446,undefined possible consequences,Any
443,undefined possible consequences,Any
442,undefined possible consequences,Any
441,undefined possible consequences,Any
440,undefined possible consequences,Any
433,undefined possible consequences,Any
429,undefined possible consequences,Any
426,undefined possible consequences,Any
428,undefined possible consequences,Any
424,undefined possible consequences,Any
423,undefined possible consequences,Any
421,undefined possible consequences,Any
420,undefined possible consequences,Any
418,undefined possible consequences,Any
416,undefined possible consequences,Any
410,undefined possible consequences,Any
1,wear school provided clothes,Any
15,wear school provided clothes,Any
22,wear school provided clothes,1st
24,wear school provided clothes,1st
24,wear school provided clothes,2nd
24,wear school provided clothes,3rd
30,wear school provided clothes,1st
36,wear school provided clothes,1st
36,wear school provided clothes,2nd
36,wear school provided clothes,3rd
36,wear school provided clothes,4th
54,wear school provided clothes,Any
59,wear school provided clothes,Any
61,wear school provided clothes,Any
66,wear school provided clothes,Any
68,wear school provided clothes,Any
77,wear school provided clothes,Any
96,wear school provided clothes,Any
97,wear school provided clothes,1st
97,wear school provided clothes,2nd
101,wear school provided clothes,Any
121,wear school provided clothes,Any
140,wear school provided clothes,Any
143,wear school provided clothes,1st
154,wear school provided clothes,Any
156,wear school provided clothes,Any
172,wear school provided clothes,Any
173,wear school provided clothes,1st
186,wear school provided clothes,Any
188,wear school provided clothes,Any
202,wear school provided clothes,Any
213,wear school provided clothes,Any
224,wear school provided clothes,1st
239,wear school provided clothes,Any
243,wear school provided clothes,Any
248,wear school provided clothes,Any
279,wear school provided clothes,Any
282,wear school provided clothes,1st
282,wear school provided clothes,2nd
285,wear school provided clothes,Any
288,wear school provided clothes,Any
293,wear school provided clothes,Any
301,wear school provided clothes,Any
310,wear school provided clothes,1st
316,wear school provided clothes,Any
332,wear school provided clothes,Any
333,wear school provided clothes,1st
333,wear school provided clothes,2nd
335,wear school provided clothes,Any
336,wear school provided clothes,Any
475,wear school provided clothes,Any
473,wear school provided clothes,Any
472,wear school provided clothes,Any
348,wear school provided clothes,Any
349,wear school provided clothes,Any
350,wear school provided clothes,Any
349,wear school provided clothes,Any
359,wear school provided clothes,1st
359,wear school provided clothes,2nd
359,wear school provided clothes,3rd
364,wear school provided clothes,Any
390,wear school provided clothes,Any
401,wear school provided clothes,Any
460,wear school provided clothes,1st
460,wear school provided clothes,2nd
460,wear school provided clothes,3rd
459,wear school provided clothes,Any
458,wear school provided clothes,Any
456,wear school provided clothes,Any
438,wear school provided clothes,1st
438,wear school provided clothes,2nd
426,wear school provided clothes,Any
424,wear school provided clothes,Any
423,wear school provided clothes,Any
414,wear school provided clothes,Any
413,wear school provided clothes,1st
1,removed from extra-curricular activities,Any
3,students purchase tshirt or gym shorts from office for $5,Any
4,sent to Student Services,Any
6,wearing PE clothes,Any
10,slip to office,1st
22,notice home to parents,1st
22,notice home to parents,2nd
22,meeting with parent,3rd
23,warning,1st
25,counseled,Any
29,referred to principal,Any
30,confiscated,1st
30,warning,1st
32,assigned OCS,Any
43,remain in administrative area for day,2nd
43,parent conference,2nd
48,written report,Any
57,sent to guidance counselor,Any
57,parent conference,3rd
58,sent to the office,Any
60,kept out of class until dressed within school policy,Any
65,removal from extracurricular activities,Any
70,sent to office,Any
71,removed from class,Any
76,warning,1st
76,lunch detention,2nd
76,full lunch detention,3rd
81,principal conference,1st
81,corporal punishment,2nd
87,behavior management plan,Any
88,work detail after school,1st
95,conduct referral,Any
96,discipline referral,1st
99,administrative warning,1st
99,isolation,1st
99,administrative warning,2nd
99,isolation,2nd
100,warning,1st
113,isolation,Any
119,warning,1st
119,alternative school,5th
120,Level II of the Discipline Code,2nd
121,Behavior Intervention Services referral,3rd
121,lunch detention,Any
127,warning,1st
130,kept from class,Any
131,in-school supervision,Any
136,removed from class,Any
140,lunch detention,Any
143,warning,1st
145,warning,1st
147,warning,1st
147,,Any
148,warning,1st
148,warning,2nd
152,asked to leave school grounds,Any
153,warning,1st
153,disciplinary referral,2nd
154,parent teacher meeting,Any
166,warning,1st
168,day in Student Support Center,Any
173,PM Suspension,3rd
196,spend day in special assignment classroom,Any
198,office referral,Any
202,on-line discipline infraction,Any
203,reasonable attempt at counseling,Any
205,verbal warning,Any
225,written warning,1st
225,remaining in the administrative office,2nd
225,parent teacher conference,2nd
228,warning,1st
228,parent student conference,2nd
241,referred to administration,Any
243,"handed a ""Fix-It"" ticket",Any
243,report to office between classes,Any
244,administrative referral,Any
256,office referral,Any
269,lunch detention,Any
278,warning,Any
278,parent conference,Any
282,parent meeting,2nd
284,parent meeting,5th
297,warning,Any
302,will remain in office or ISS if unable to obtain appropriate clothes ,Any
310,turn clothing inside out,Any
316,attend Sunday school,Any
317,turn shirt inside-out,Any
478,written warning,1st
478,remain under administrator responsibility until appropriate clothing can be obtained and worn,2nd
478,parent teacher conference,2nd
346,Afternoon School,Any
346,Behavior Contract,Any
346,Meet with Assistant Principal.,Any
354,make modifications,Any
356,student must made appropriate corrections,Any
357,warning,Any
357,After School Work Program,Any
358,written warning,Any
358,remain in admin office for day,Any
358,parent conference,Any
359,verbal warning,Any
359,parent conference,Any
360,modify appearance to be compliant,Any
362,make modifications,Any
364,warning,Any
364,clothing or accessories confiscated,Any
364,sent home for a change of clothing,Any
365,alter appearance,Any
366,confiscated items,Any
368,sent home for clothes,Any
383,parent admin meeting,Any
384,make modifications,Any
387,Control Room,Any
387,ASD,Any
391,cannot return to class until appropriate changes have been made,Any
392,unexcused absence,Any
393,warning,Any
394,make changes,Any
370,make modifications,Any
469,parent conference,Any
468,parent conference,Any
462,referral to assistant principal,1st
462,in study hall for the rest of the day,Any
461,warning, 1st
461,parent and student sign policy,2nd
461,parent meeting,Any
460,citation signed by parents,Any
451,students stay in office until appropriate clothes provided,Any
445,sent to office,1st
445,parent conference,3rd
442,referred to principal,Any
435,confiscated items,Any
